time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo
20211029,新吴,多云,21,12,54,2,东北风,2级,良
20211030,新吴,多云,23,11,66,2,东北风,2级,良
20211031,新吴,多云,23,12,52,2,东北风,2级,良
20211101,新吴,多云,23,14,64,2,东北风,2级,良
20211102,新吴,多云,20,11,62,2,东北风,3级,良
20211103,新吴,雾-多云,22,13,56,2,东南风,2级,良
20211104,新吴,多云-中雨,21,16,58,2,东南风,3级,良
20211105,新吴,雾-多云,21,17,27,1,东南风,3级,优
20211106,新吴,多云,20,14,28,1,东北风,3级,优
20211107,新吴,大雨-小雨,22,3,29,1,西北风,4级,优
20211108,新吴,多云,9,2,31,1,西北风,4级,优
20211109,新吴,多云,13,6,49,1,西风,4级,优
20211110,新吴,晴-多云,16,6,48,1,西北风,4级,优
20211111,新吴,多云,17,4,54,2,西北风,3级,良
20211112,新吴,晴-多云,18,8,55,2,西北风,2级,良
20211113,新吴,多云,19,7,65,2,西南风,2级,良
20211114,新吴,晴-多云,20,6,72,2,西南风,2级,良
20211115,新吴,多云,20,8,83,2,东南风,2级,良
20211116,新吴,多云,19,8,73,2,东风,2级,良
20211117,新吴,雾-多云,17,9,82,2,东南风,2级,良
20211118,新吴,多云,19,9,65,2,东南风,2级,良
20211119,新吴,多云,20,10,55,2,东南风,2级,良
20211120,新吴,多云-小雨,21,15,58,2,东南风,3级,良
20211121,新吴,小雨,16,5,51,2,西北风,3级,良
20211122,新吴,多云,9,0,75,2,西北风,4级,良
20211123,新吴,多云,9,1,66,2,西北风,2级,良
20211124,新吴,晴,15,4,62,2,西南风,2级,良
20211125,新吴,晴-多云,18,4,61,2,西南风,2级,良
20211126,新吴,晴-多云,18,7,87,2,东北风,2级,良
20211127,新吴,晴-多云,17,8,63,2,东北风,3级,良
20211128,新吴,多云,18,11,34,1,东南风,3级,优
20211129,新吴,多云,20,9,46,1,东南风,2级,优
20211130,新吴,多云,11,2,65,2,西北风,5级,良
20211201,新吴,多云,9,-2,36,1,西北风,3级,优
20211202,新吴,多云,11,2,52,2,西风,2级,良
20211203,新吴,多云,15,0,65,2,西北风,3级,良
20211204,新吴,多云,16,3,90,2,东南风,2级,良
20211205,新吴,多云,16,4,60,2,东南风,2级,良
20211206,新吴,多云,17,4,65,2,东南风,2级,良
20211207,新吴,多云,15,6,97,2,东北风,3级,良
20211208,新吴,多云,16,7,61,2,东风,3级,良
20211209,新吴,多云,16,4,77,2,西南风,2级,良
20211210,新吴,多云,16,5,127,3,东北风,2级,轻度
20211211,新吴,多云-小雨,15,8,93,2,东北风,3级,良
20211212,新吴,小雨-多云,10,1,83,2,北风,3级,良
20211213,新吴,多云,10,1,45,1,东北风,2级,优
20211214,新吴,多云,13,4,64,2,东南风,2级,良
20211215,新吴,多云-小雨,15,10,90,2,东南风,2级,良
20211216,新吴,多云,12,4,70,2,北风,2级,良
20211217,新吴,晴-多云,9,-3,87,2,北风,4级,良
20211218,新吴,晴,7,-2,53,2,西北风,2级,良
20211219,新吴,多云,12,1,62,2,西南风,2级,良
20211220,新吴,多云,16,4,63,2,西南风,2级,良
20211221,新吴,晴-多云,17,2,76,2,西风,2级,良
20211222,新吴,多云,15,3,131,3,东北风,2级,轻度
20211223,新吴,雾-多云,16,6,61,2,东南风,3级,良
20211224,新吴,阴-多云,12,0,44,1,东北风,3级,优
20211225,新吴,多云,2,-4,27,1,北风,4级,优
20211226,新吴,多云,1,-4,35,1,西北风,3级,优
20211227,新吴,晴-多云,4,-1,43,1,西北风,2级,优
20211228,新吴,多云,6,-1,70,2,南风,2级,良
20211229,新吴,多云,10,-3,81,2,西北风,3级,良
20211230,新吴,多云,10,-2,94,2,西北风,2级,良
20211231,新吴,多云,10,0,97,2,东北风,2级,良
20220101,新吴,多云,11,0,55,2,东南风,2级,良
20220102,新吴,多云,11,0,109,3,东北风,2级,轻度
20220103,新吴,多云,14,1,115,3,东南风,2级,轻度
